Student ID,First Name,Last Name,hours,final_score
STU_1192,Amit,Chouksey,24.1,45.6
STU_1193,Sagar,Sharma,28.1,82.8
STU_1194,Pooja,Sharma,16.1,44.2
STU_1195,Neha,Yadav,33.8,69.8
STU_1196,Karan,Patel,29.6,68.4
STU_1197,Rohit,Chouksey,30.6,58.6
STU_1198,Amit,Patel,10.2,92.2
STU_1199,Rahul,Mishra,13.1,50.2
STU_1200,Sagar,Joshi,13.6,61.1
STU_1201,Karan,Chouksey,13.1,86.5
STU_1202,Rohit,Kumar,30.7,41.8
STU_1203,Pooja,Joshi,6.0,80.4
STU_1204,Anjali,Yadav,7.3,89.0
STU_1205,Sagar,Patel,13.2,95.9
STU_1206,Pooja,Patel,11.0,92.6
STU_1207,Rohit,Joshi,12.0,59.2
STU_1208,Sagar,Sharma,28.9,75.2
STU_1209,Karan,Patel,21.9,44.6
STU_1210,Rohit,Yadav,5.2,55.5
STU_1211,Deepak,Kumar,17.9,45.7
STU_1212,Amit,Gupta,17.2,58.9
STU_1213,Karan,Kumar,8.4,92.5
STU_1214,Sagar,Kumar,25.3,60.8
STU_1215,Anjali,Patel,26.1,73.7
STU_1216,Pooja,Verma,26.6,66.0
STU_1217,Rahul,Sharma,26.9,67.5
STU_1218,Pooja,Patel,5.0,98.2
STU_1219,Sagar,Sharma,33.6,57.8
STU_1220,Pooja,Mishra,29.4,77.6
STU_1221,Amit,Verma,32.1,65.2
STU_1222,Rohit,Patel,5.5,43.7
STU_1223,Rahul,Singh,33.0,69.4
STU_1224,Priya,Kumar,29.3,88.8
STU_1225,Sagar,Mishra,30.1,45.9
STU_1226,Neha,Verma,7.8,44.2
STU_1227,Priya,Patel,27.2,49.2
STU_1228,Pooja,Yadav,33.8,85.9
STU_1229,Sagar,Joshi,25.4,83.4
STU_1230,Deepak,Joshi,22.1,73.9
STU_1231,Neha,Sharma,33.4,68.1
STU_1232,Rahul,Verma,18.3,93.3
STU_1233,Anjali,Kumar,23.0,86.0
STU_1234,Deepak,Kumar,19.3,88.7
STU_1235,Priya,Gupta,33.0,88.8
STU_1236,Rohit,Joshi,7.3,78.6
STU_1237,Amit,Mishra,20.0,67.5
STU_1238,Anjali,Verma,25.6,91.9
STU_1239,Deepak,Kumar,28.8,95.6
STU_1240,Rohit,Gupta,22.5,41.4
STU_1241,Rohit,Verma,32.3,43.1
STU_1242,Sagar,Chouksey,33.3,97.5
STU_1243,Deepak,Kumar,6.9,56.6
STU_1244,Rahul,Chouksey,17.1,92.4
STU_1245,Pooja,Verma,5.7,63.3
STU_1246,Neha,Kumar,14.9,47.1
STU_1247,Neha,Chouksey,21.1,44.8
STU_1248,Priya,Singh,32.3,49.4
STU_1249,Priya,Gupta,30.4,55.0
STU_1250,Neha,Mishra,8.8,69.3
STU_1251,Rahul,Joshi,7.8,82.1
STU_1252,Amit,Gupta,22.7,99.2
STU_1253,Karan,Chouksey,21.0,66.5
STU_1254,Pooja,Kumar,13.0,71.1
STU_1255,Amit,Singh,32.0,71.3
STU_1256,Sagar,Singh,32.8,72.4
STU_1257,Karan,Joshi,17.1,71.1
STU_1258,Karan,Singh,31.7,40.5
STU_1259,Deepak,Gupta,16.5,40.1
STU_1260,Rahul,Patel,27.1,45.9
STU_1261,Rahul,Singh,19.3,46.1
STU_1262,Karan,Joshi,8.7,82.3
STU_1263,Deepak,Singh,32.8,52.3
STU_1264,Pooja,Singh,18.6,93.7
STU_1265,Karan,Yadav,27.0,95.7
STU_1266,Anjali,Gupta,16.0,98.6
STU_1267,Priya,Chouksey,5.6,96.3
STU_1268,Priya,Sharma,8.0,56.3
STU_1269,Amit,Patel,19.9,70.6
STU_1270,Sagar,Singh,25.7,50.5
STU_1271,Priya,Mishra,15.0,88.4
STU_1272,Rohit,Singh,25.9,93.3
STU_1273,Amit,Yadav,26.0,91.1
STU_1274,Priya,Chouksey,26.1,66.0
STU_1275,Sagar,Mishra,19.8,85.5
STU_1276,Rahul,Patel,32.4,45.9
STU_1277,Rahul,Mishra,19.7,42.4
STU_1278,Pooja,Gupta,18.5,85.2
STU_1279,Karan,Joshi,11.0,65.5
STU_1280,Anjali,Joshi,14.2,99.7
STU_1281,Rahul,Patel,6.3,45.8
STU_1282,Deepak,Chouksey,24.0,91.3
STU_1283,Priya,Joshi,12.5,68.8
STU_1284,Deepak,Verma,14.1,89.6
STU_1285,Sagar,Yadav,28.1,89.0
STU_1286,Rahul,Patel,14.8,95.0
STU_1287,Anjali,Patel,12.3,57.9
STU_1288,Sagar,Sharma,10.1,97.0
STU_1289,Rohit,Sharma,28.2,49.1
STU_1290,Rohit,Gupta,8.9,44.9
STU_1291,Deepak,Gupta,18.6,65.9
STU_1292,Karan,Sharma,20.2,89.7
STU_1293,Amit,Joshi,25.6,68.4
STU_1294,Karan,Kumar,24.0,89.8
STU_1295,Pooja,Patel,29.3,83.8
STU_1296,Karan,Verma,6.3,52.6
STU_1297,Pooja,Patel,13.9,96.9
STU_1298,Pooja,Singh,13.4,43.6
STU_1299,Anjali,Chouksey,9.4,93.9
STU_1300,Rahul,Yadav,13.7,58.3
STU_1301,Anjali,Kumar,14.3,70.0
STU_1302,Pooja,Verma,20.7,65.3
STU_1303,Sagar,Singh,24.9,50.3
STU_1304,Rohit,Gupta,16.4,61.5
STU_1305,Pooja,Verma,26.6,51.6
STU_1306,Anjali,Sharma,15.1,52.2
STU_1307,Sagar,Patel,13.7,51.2
STU_1308,Anjali,Verma,21.2,69.3
STU_1309,Karan,Chouksey,5.7,87.9
STU_1310,Priya,Mishra,7.4,74.1
STU_1311,Deepak,Gupta,17.5,93.6
STU_1312,Amit,Yadav,33.3,78.2
STU_1313,Anjali,Yadav,26.6,81.4
STU_1314,Amit,Verma,7.6,80.1
STU_1315,Neha,Mishra,30.4,67.0
STU_1316,Anjali,Patel,27.0,81.4
STU_1317,Priya,Singh,23.3,44.2
STU_1318,Amit,Kumar,29.6,91.6
STU_1319,Pooja,Patel,17.1,86.7
STU_1320,Anjali,Singh,11.6,54.7
STU_1321,Rahul,Kumar,20.4,86.1
STU_1322,Deepak,Mishra,21.5,40.8
STU_1323,Priya,Kumar,21.1,53.0
STU_1324,Amit,Patel,22.0,43.9
STU_1325,Priya,Chouksey,33.5,86.8
STU_1326,Sagar,Verma,32.1,85.4
STU_1327,Deepak,Singh,31.3,88.8
STU_1328,Pooja,Chouksey,29.0,40.3
STU_1329,Anjali,Singh,33.3,70.1
STU_1330,Anjali,Verma,8.0,82.3
STU_1331,Anjali,Joshi,13.0,49.3
STU_1332,Deepak,Kumar,19.9,79.0
STU_1333,Rahul,Mishra,30.4,45.0
STU_1334,Neha,Joshi,20.2,50.9
STU_1335,Rohit,Joshi,27.4,68.5
STU_1336,Karan,Yadav,9.2,79.2
STU_1337,Amit,Sharma,12.6,48.8
STU_1338,Rahul,Patel,27.0,51.1
STU_1339,Pooja,Chouksey,9.9,52.3
STU_1340,Amit,Chouksey,15.5,54.3
STU_1341,Anjali,Chouksey,12.9,53.6
STU_1342,Priya,Chouksey,15.5,63.7
STU_1343,Pooja,Patel,26.2,79.2
STU_1344,Amit,Joshi,16.0,66.3
STU_1345,Anjali,Patel,21.7,86.6
STU_1346,Amit,Chouksey,8.0,83.2
STU_1347,Priya,Sharma,29.2,47.6
STU_1348,Anjali,Gupta,16.1,42.9
STU_1349,Neha,Verma,24.5,92.7
STU_1350,Rahul,Chouksey,26.8,44.8
STU_1351,Sagar,Mishra,11.3,48.9
STU_1352,Karan,Gupta,31.5,41.3
STU_1353,Deepak,Patel,23.5,77.7
STU_1354,Karan,Mishra,17.9,74.9
STU_1355,Pooja,Mishra,10.5,99.2
STU_1356,Karan,Singh,33.3,93.2
STU_1357,Anjali,Mishra,27.7,64.7
STU_1358,Neha,Chouksey,11.2,62.3
STU_1359,Sagar,Singh,15.1,57.8
STU_1360,Rahul,Yadav,29.3,49.1
STU_1361,Rahul,Joshi,25.9,48.3
STU_1362,Priya,Mishra,28.0,47.9
STU_1363,Deepak,Sharma,18.2,46.8
STU_1364,Amit,Verma,26.5,54.4
STU_1365,Neha,Mishra,16.6,58.4
STU_1366,Amit,Yadav,11.3,97.7
STU_1367,Sagar,Kumar,24.0,74.7
STU_1368,Karan,Patel,34.3,99.3
STU_1369,Rahul,Patel,14.3,62.3
STU_1370,Sagar,Yadav,18.8,67.5
STU_1371,Karan,Kumar,25.2,59.5
STU_1372,Rahul,Patel,21.2,51.0
STU_1373,Karan,Patel,30.3,48.6
STU_1374,Deepak,Patel,27.9,96.7
STU_1375,Neha,Yadav,6.7,99.2
STU_1376,Pooja,Joshi,35.0,42.7
STU_1377,Sagar,Verma,27.6,49.0
STU_1378,Sagar,Yadav,30.9,65.4
STU_1379,Rohit,Kumar,24.5,51.2
STU_1380,Anjali,Mishra,30.7,61.8
STU_1381,Deepak,Joshi,8.4,47.7
STU_1382,Deepak,Joshi,15.4,67.4
STU_1383,Amit,Mishra,31.3,56.3
STU_1384,Karan,Sharma,11.0,61.1
STU_1385,Anjali,Singh,7.3,45.7
STU_1386,Neha,Verma,28.6,65.7
STU_1387,Neha,Verma,30.1,99.0
STU_1388,Deepak,Sharma,9.9,59.7
STU_1389,Neha,Singh,30.6,92.6
STU_1390,Rohit,Verma,25.6,90.6
STU_1391,Sagar,Kumar,20.6,97.1
STU_1392,Priya,Gupta,29.9,87.4
STU_1393,Pooja,Gupta,17.6,79.6
STU_1394,Amit,Verma,10.8,91.4
STU_1395,Karan,Chouksey,13.5,44.5
STU_1396,Pooja,Verma,20.2,67.8
STU_1397,Karan,Mishra,20.9,99.4
STU_1398,Rahul,Mishra,29.2,86.2
STU_1399,Pooja,Singh,28.7,97.7
STU_1400,Priya,Patel,22.4,86.8
STU_1401,Deepak,Joshi,28.4,92.5
STU_1402,Rohit,Kumar,10.8,82.4
STU_1403,Sagar,Sharma,6.5,85.6
STU_1404,Sagar,Verma,31.2,71.4
STU_1405,Rohit,Patel,7.3,95.5
STU_1406,Anjali,Patel,12.4,89.5
STU_1407,Rahul,Kumar,25.9,90.6
STU_1408,Karan,Sharma,17.3,80.4
STU_1409,Priya,Mishra,31.3,58.3
STU_1410,Neha,Yadav,13.9,42.1
STU_1411,Pooja,Kumar,5.4,96.1
STU_1412,Rahul,Patel,14.0,75.2
STU_1413,Pooja,Gupta,22.3,57.9
STU_1414,Priya,Verma,16.3,48.9
STU_1415,Amit,Singh,21.0,89.8
STU_1416,Amit,Gupta,31.3,90.2
STU_1417,Rahul,Patel,32.4,88.9
STU_1418,Deepak,Joshi,13.0,78.7
STU_1419,Priya,Chouksey,18.9,62.0
STU_1420,Priya,Sharma,21.5,58.2
STU_1421,Rohit,Mishra,33.5,40.5
STU_1422,Deepak,Verma,35.0,90.0
STU_1423,Karan,Singh,12.1,45.2
STU_1424,Karan,Yadav,26.8,77.8
STU_1425,Neha,Mishra,16.3,70.2
STU_1426,Sagar,Verma,5.2,71.6
STU_1427,Amit,Yadav,5.3,95.6
STU_1428,Karan,Singh,18.8,41.9
STU_1429,Deepak,Patel,19.7,86.4
STU_1430,Priya,Chouksey,5.7,43.1
STU_1431,Karan,Gupta,25.6,42.3
STU_1432,Priya,Gupta,13.8,65.8
STU_1433,Karan,Patel,21.8,43.8
STU_1434,Amit,Mishra,14.0,87.3
STU_1435,Pooja,Patel,10.0,71.8
STU_1436,Karan,Patel,17.2,41.7
STU_1437,Deepak,Verma,12.0,42.4
STU_1438,Karan,Verma,21.0,76.8
STU_1439,Sagar,Singh,11.0,88.4
STU_1440,Amit,Chouksey,20.3,66.3
STU_1441,Deepak,Verma,9.7,73.3
STU_1442,Rohit,Singh,25.1,88.0
STU_1443,Deepak,Joshi,27.6,76.6
STU_1444,Sagar,Patel,8.3,53.5
STU_1445,Pooja,Patel,19.0,76.8
STU_1446,Amit,Mishra,7.1,77.7
STU_1447,Rohit,Joshi,22.9,84.0
STU_1448,Sagar,Mishra,12.9,77.3
STU_1449,Sagar,Yadav,20.8,98.2
STU_1450,Rahul,Singh,20.5,51.8
STU_1451,Amit,Singh,32.7,97.1
STU_1452,Deepak,Patel,21.5,72.3
STU_1453,Priya,Kumar,22.5,80.3
STU_1454,Pooja,Yadav,17.0,46.0
STU_1455,Priya,Singh,33.5,62.8
STU_1456,Deepak,Verma,28.3,86.2
STU_1457,Deepak,Patel,13.6,82.4
STU_1458,Amit,Mishra,30.3,42.4
STU_1459,Deepak,Joshi,18.0,72.8
STU_1460,Rahul,Mishra,29.9,45.3
STU_1461,Rohit,Gupta,29.7,99.8
STU_1462,Deepak,Kumar,10.7,93.8
STU_1463,Priya,Singh,26.0,41.3
STU_1464,Deepak,Chouksey,13.7,91.5
STU_1465,Rahul,Sharma,13.9,95.2
STU_1466,Karan,Kumar,13.9,61.2
STU_1467,Karan,Patel,26.8,83.2
STU_1468,Sagar,Singh,11.9,66.5
STU_1469,Pooja,Joshi,5.0,79.3
STU_1470,Neha,Singh,26.5,60.4
STU_1471,Rohit,Sharma,10.1,59.4
STU_1472,Anjali,Joshi,8.1,65.5
STU_1473,Sagar,Mishra,12.1,48.7
STU_1474,Pooja,Joshi,16.4,89.9
STU_1475,Karan,Kumar,19.3,60.9
STU_1476,Priya,Mishra,6.3,64.0
STU_1477,Anjali,Singh,34.1,93.6
STU_1478,Pooja,Patel,26.5,69.8
STU_1479,Pooja,Yadav,14.7,72.7
STU_1480,Sagar,Patel,14.6,97.4
STU_1481,Anjali,Singh,18.5,93.2
STU_1482,Amit,Sharma,23.8,50.2
STU_1483,Neha,Yadav,9.4,68.4
STU_1484,Amit,Singh,10.7,98.3
STU_1485,Anjali,Chouksey,30.8,62.3
STU_1486,Amit,Kumar,12.7,62.3
STU_1487,Rahul,Chouksey,16.4,51.7
STU_1488,Karan,Mishra,31.1,46.9
STU_1489,Rahul,Gupta,24.9,84.4
STU_1490,Deepak,Singh,15.3,86.2
STU_1491,Amit,Verma,25.5,98.1
STU_1492,Deepak,Verma,5.6,86.4
STU_1493,Priya,Joshi,27.1,54.6
STU_1494,Rohit,Patel,19.6,42.4
STU_1495,Priya,Patel,29.4,99.1
STU_1496,Anjali,Patel,33.6,60.4
STU_1497,Pooja,Chouksey,32.8,58.7
STU_1498,Karan,Kumar,32.3,94.4
STU_1499,Amit,Singh,20.4,75.1
STU_1500,Sagar,Sharma,15.8,52.9
STU_1501,Rohit,Joshi,19.0,93.3
STU_1502,Neha,Mishra,25.7,99.6
STU_1503,Neha,Yadav,31.5,45.2
STU_1504,Neha,Mishra,11.2,91.7
STU_1505,Amit,Singh,32.5,63.4
STU_1506,Neha,Gupta,29.5,71.4
STU_1507,Rahul,Patel,34.4,94.9
STU_1508,Rohit,Yadav,31.4,98.4
STU_1509,Rahul,Chouksey,13.4,55.7
STU_1510,Pooja,Singh,8.2,52.8
STU_1511,Rohit,Gupta,8.4,44.8
STU_1512,Rahul,Chouksey,13.7,73.7
STU_1513,Rohit,Gupta,23.4,40.8
STU_1514,Pooja,Patel,29.1,64.7
STU_1515,Deepak,Chouksey,32.0,44.4
STU_1516,Amit,Kumar,23.7,64.3
STU_1517,Amit,Verma,5.2,42.4
STU_1518,Neha,Mishra,10.6,90.1
STU_1519,Priya,Kumar,8.0,52.6
STU_1520,Neha,Yadav,15.9,59.7
STU_1521,Anjali,Joshi,20.0,92.2
STU_1522,Rahul,Verma,6.3,84.8
STU_1523,Rohit,Kumar,15.5,53.1
STU_1524,Priya,Singh,10.4,44.3
STU_1525,Pooja,Gupta,24.4,82.9
STU_1526,Anjali,Yadav,18.9,63.4
STU_1527,Pooja,Singh,19.9,86.0
STU_1528,Amit,Verma,17.8,66.7
STU_1529,Amit,Gupta,33.7,60.8
STU_1530,Neha,Yadav,11.4,67.1
STU_1531,Rahul,Joshi,20.5,84.9
STU_1532,Priya,Verma,27.1,94.1
STU_1533,Karan,Yadav,21.7,43.0
STU_1534,Anjali,Kumar,32.9,71.4
STU_1535,Anjali,Yadav,16.3,42.0
STU_1536,Neha,Verma,18.9,68.1
STU_1537,Amit,Patel,7.7,93.1
STU_1538,Neha,Kumar,23.3,61.7
STU_1539,Rohit,Singh,13.6,95.9
STU_1540,Priya,Verma,9.8,77.8
STU_1541,Rahul,Patel,21.3,96.0
STU_1542,Deepak,Sharma,21.0,85.4
STU_1543,Sagar,Joshi,7.3,46.2
STU_1544,Sagar,Patel,25.9,53.9
STU_1545,Neha,Sharma,23.7,63.7
STU_1546,Rohit,Mishra,10.7,50.2
STU_1547,Priya,Gupta,19.1,69.7
STU_1548,Karan,Patel,26.6,68.3
STU_1549,Sagar,Chouksey,20.9,97.4
STU_1550,Priya,Joshi,16.9,66.0
STU_1551,Rahul,Patel,14.7,87.1
STU_1552,Pooja,Sharma,23.3,96.5
STU_1553,Rohit,Chouksey,33.2,92.6
STU_1554,Amit,Joshi,25.2,52.5
STU_1555,Priya,Chouksey,7.2,69.8
STU_1556,Rahul,Kumar,18.8,60.9
STU_1557,Karan,Sharma,31.7,64.0
STU_1558,Deepak,Yadav,7.8,61.6
STU_1559,Amit,Kumar,34.7,89.6
STU_1560,Deepak,Joshi,33.5,67.1
STU_1561,Karan,Joshi,7.3,71.4
STU_1562,Rahul,Verma,33.0,98.9
STU_1563,Sagar,Sharma,15.9,43.6
STU_1564,Deepak,Mishra,30.3,69.3
STU_1565,Amit,Mishra,17.6,86.4
STU_1566,Neha,Joshi,18.2,49.1
STU_1567,Anjali,Mishra,24.0,76.7
STU_1568,Priya,Gupta,28.2,54.4
STU_1569,Sagar,Verma,6.0,92.0
STU_1570,Deepak,Joshi,22.8,59.6
STU_1571,Pooja,Mishra,10.6,59.7
STU_1572,Priya,Sharma,15.4,75.9
STU_1573,Neha,Patel,15.4,51.0
STU_1574,Karan,Yadav,19.1,57.1
STU_1575,Anjali,Kumar,15.0,65.0
STU_1576,Rahul,Kumar,8.2,61.2
STU_1577,Neha,Gupta,9.4,71.5
STU_1578,Neha,Chouksey,6.0,76.0
STU_1579,Karan,Sharma,19.1,74.0
STU_1580,Rohit,Chouksey,33.6,79.3
STU_1581,Karan,Verma,8.5,58.5
STU_1582,Rohit,Yadav,33.4,47.6
STU_1583,Rohit,Verma,27.0,85.6
STU_1584,Sagar,Joshi,24.1,91.0
STU_1585,Sagar,Sharma,24.4,55.4
STU_1586,Amit,Joshi,29.8,64.4
STU_1587,Deepak,Singh,8.2,69.9
STU_1588,Deepak,Mishra,20.1,72.0
STU_1589,Rahul,Kumar,25.9,79.6
STU_1590,Deepak,Patel,22.6,42.5
STU_1591,Sagar,Joshi,30.0,83.3
STU_1592,Amit,Chouksey,7.2,43.7
STU_1593,Amit,Singh,25.7,68.1
STU_1594,Rohit,Kumar,21.0,89.7
STU_1595,Karan,Joshi,16.4,67.1
STU_1596,Rahul,Singh,15.2,48.9
STU_1597,Rohit,Singh,23.6,99.1
STU_1598,Karan,Sharma,31.7,93.4
STU_1599,Deepak,Verma,19.9,86.3
STU_1600,Rohit,Singh,29.7,64.7
STU_1601,Priya,Gupta,17.1,51.0
STU_1602,Deepak,Verma,8.1,96.5
STU_1603,Karan,Kumar,6.8,71.9
STU_1604,Rahul,Kumar,6.5,91.1
STU_1605,Karan,Kumar,16.4,60.5
STU_1606,Rohit,Kumar,15.1,60.1
STU_1607,Rohit,Gupta,26.5,99.1
STU_1608,Neha,Joshi,27.3,71.3
STU_1609,Rahul,Yadav,6.5,48.4
STU_1610,Pooja,Singh,11.6,53.2
STU_1611,Deepak,Kumar,13.2,68.9
STU_1612,Amit,Verma,21.4,42.5
STU_1613,Rahul,Verma,9.3,67.8
STU_1614,Amit,Singh,9.0,65.1
STU_1615,Rahul,Joshi,33.3,86.8
STU_1616,Rahul,Patel,29.1,61.3
STU_1617,Karan,Patel,10.4,99.0
STU_1618,Rahul,Yadav,17.2,50.8
STU_1619,Neha,Joshi,15.7,75.5
STU_1620,Pooja,Singh,28.7,45.4
STU_1621,Rohit,Patel,20.3,84.0
STU_1622,Anjali,Patel,8.8,99.7
STU_1623,Amit,Patel,27.2,89.1
STU_1624,Rohit,Chouksey,16.9,73.3
STU_1625,Anjali,Gupta,12.9,69.1
STU_1626,Pooja,Singh,16.3,90.1
STU_1627,Pooja,Mishra,19.9,96.2
STU_1628,Amit,Sharma,15.3,99.4
STU_1629,Amit,Sharma,12.3,63.8
STU_1630,Pooja,Joshi,17.0,99.5
STU_1631,Anjali,Singh,5.6,49.4
STU_1632,Rahul,Singh,28.2,55.2
STU_1633,Deepak,Sharma,10.1,45.3
STU_1634,Priya,Yadav,6.3,56.3
STU_1635,Rohit,Sharma,24.6,86.1
STU_1636,Karan,Singh,28.2,91.2
STU_1637,Rohit,Patel,29.4,86.7
STU_1638,Karan,Yadav,19.8,77.9
STU_1639,Anjali,Kumar,11.2,70.8
STU_1640,Karan,Mishra,27.1,82.5
STU_1641,Amit,Chouksey,26.0,63.5
STU_1642,Deepak,Gupta,12.4,90.5
STU_1643,Deepak,Kumar,32.1,80.6
STU_1644,Amit,Verma,8.1,81.9
STU_1645,Neha,Sharma,34.5,72.2
STU_1646,Anjali,Mishra,30.8,93.1
STU_1647,Neha,Sharma,25.6,55.1
STU_1648,Neha,Sharma,33.2,62.9
STU_1649,Rohit,Kumar,26.7,86.7
STU_1650,Pooja,Patel,10.7,69.6
STU_1651,Rohit,Patel,18.3,93.4
STU_1652,Pooja,Chouksey,7.1,60.8
STU_1653,Priya,Yadav,16.7,62.2
STU_1654,Karan,Sharma,27.2,93.3
STU_1655,Pooja,Joshi,16.6,67.9
STU_1656,Amit,Patel,14.9,71.0
STU_1657,Rohit,Singh,22.9,60.0
STU_1658,Anjali,Mishra,31.2,56.6
STU_1659,Karan,Joshi,6.4,79.4
STU_1660,Priya,Kumar,16.6,47.2
STU_1661,Pooja,Kumar,9.7,92.8
STU_1662,Priya,Chouksey,25.9,86.8
STU_1663,Anjali,Chouksey,8.2,51.4
STU_1664,Neha,Yadav,24.9,81.6
STU_1665,Deepak,Singh,13.6,76.2
STU_1666,Anjali,Mishra,11.0,51.1
STU_1667,Sagar,Singh,33.1,56.4
STU_1668,Anjali,Verma,5.6,64.5
STU_1669,Priya,Chouksey,18.1,82.0
STU_1670,Amit,Yadav,5.6,78.3
STU_1671,Rohit,Gupta,19.5,71.9
STU_1672,Amit,Sharma,20.0,86.1
STU_1673,Priya,Sharma,14.6,85.5
STU_1674,Rohit,Gupta,9.0,77.1
STU_1675,Sagar,Patel,16.3,87.2
STU_1676,Deepak,Singh,25.2,60.1
STU_1677,Karan,Gupta,28.5,92.9
STU_1678,Priya,Yadav,20.9,76.9
STU_1679,Pooja,Mishra,22.7,89.3
STU_1680,Priya,Gupta,11.0,72.8
STU_1681,Priya,Yadav,13.6,53.1
STU_1682,Rohit,Chouksey,9.9,72.5
STU_1683,Rahul,Joshi,12.5,62.3
STU_1684,Anjali,Kumar,11.7,81.8
STU_1685,Rahul,Kumar,20.6,68.5
STU_1686,Sagar,Verma,21.9,90.2
STU_1687,Pooja,Singh,33.3,80.7
STU_1688,Deepak,Mishra,10.9,81.1
STU_1689,Neha,Joshi,24.3,53.0
STU_1690,Sagar,Joshi,29.5,99.1
STU_1691,Neha,Chouksey,21.8,90.5
STU_1692,Neha,Gupta,12.7,87.3
STU_1693,Deepak,Singh,12.9,59.8
STU_1694,Amit,Sharma,6.2,72.1
STU_1695,Rahul,Joshi,14.2,48.2
STU_1696,Priya,Yadav,27.3,72.3
STU_1697,Karan,Sharma,6.4,48.8
STU_1698,Neha,Verma,11.6,73.2
STU_1699,Pooja,Gupta,26.2,78.9
STU_1700,Sagar,Gupta,28.5,63.4
STU_1701,Amit,Mishra,18.7,69.9
STU_1702,Neha,Joshi,25.9,92.5
STU_1703,Amit,Chouksey,16.6,46.5
STU_1704,Amit,Patel,9.8,87.5
STU_1705,Neha,Patel,16.9,50.2
STU_1706,Rohit,Kumar,22.4,42.2
STU_1707,Anjali,Yadav,33.4,51.1
STU_1708,Pooja,Sharma,7.1,85.9
STU_1709,Priya,Verma,20.2,64.3
STU_1710,Priya,Kumar,14.9,92.4
STU_1711,Pooja,Gupta,20.2,71.5
STU_1712,Rohit,Sharma,5.7,41.3
STU_1713,Priya,Singh,14.4,83.0
STU_1714,Amit,Joshi,29.6,46.6
STU_1715,Deepak,Verma,21.6,87.4
STU_1716,Sagar,Singh,18.5,50.1
STU_1717,Rahul,Chouksey,13.6,60.7
STU_1718,Priya,Joshi,13.9,85.7
STU_1719,Pooja,Sharma,16.5,97.3
STU_1720,Deepak,Joshi,30.1,62.3
STU_1721,Neha,Kumar,34.0,89.8
STU_1722,Anjali,Mishra,18.2,51.4
STU_1723,Pooja,Kumar,16.8,88.4
STU_1724,Amit,Chouksey,30.4,79.4
STU_1725,Anjali,Yadav,17.8,51.6
STU_1726,Sagar,Singh,21.6,58.2
STU_1727,Sagar,Kumar,11.9,47.9
STU_1728,Rohit,Mishra,27.3,63.0
STU_1729,Karan,Yadav,21.0,52.2
STU_1730,Rohit,Kumar,29.3,78.6
STU_1731,Deepak,Gupta,28.4,99.7
STU_1732,Anjali,Mishra,11.5,40.7
STU_1733,Karan,Singh,26.5,72.5
STU_1734,Neha,Verma,29.0,74.4
STU_1735,Amit,Patel,15.4,94.9
STU_1736,Anjali,Yadav,10.2,70.4
STU_1737,Rohit,Gupta,5.1,72.6
STU_1738,Rahul,Verma,18.5,68.3
STU_1739,Karan,Sharma,15.6,56.1
STU_1740,Karan,Mishra,21.6,43.4
STU_1741,Amit,Gupta,10.6,64.5
STU_1742,Priya,Joshi,30.8,43.2
STU_1743,Sagar,Sharma,12.7,73.0
STU_1744,Sagar,Sharma,11.8,58.4
STU_1745,Rahul,Yadav,19.4,72.0
STU_1746,Deepak,Mishra,20.0,48.1
STU_1747,Deepak,Gupta,11.5,96.0
STU_1748,Neha,Chouksey,13.2,93.7
STU_1749,Anjali,Gupta,10.1,51.4
STU_1750,Pooja,Kumar,26.6,60.6
STU_1751,Priya,Sharma,28.1,76.8
STU_1752,Rohit,Singh,18.9,45.7
STU_1753,Pooja,Sharma,26.4,61.3
STU_1754,Pooja,Sharma,27.1,55.1
STU_1755,Karan,Patel,9.1,94.9
STU_1756,Rahul,Joshi,34.0,91.2
STU_1757,Sagar,Chouksey,29.6,74.8
STU_1758,Neha,Verma,11.1,71.2
STU_1759,Deepak,Verma,10.6,95.8
STU_1760,Rahul,Joshi,8.8,95.9
STU_1761,Karan,Sharma,9.2,98.2
STU_1762,Rohit,Verma,27.4,47.5
STU_1763,Neha,Mishra,19.1,49.6
STU_1764,Karan,Chouksey,28.5,80.6
STU_1765,Sagar,Verma,27.4,72.5
STU_1766,Sagar,Joshi,23.1,41.1
STU_1767,Sagar,Kumar,25.6,43.7
STU_1768,Rahul,Verma,5.6,93.3
STU_1769,Rahul,Chouksey,14.4,92.1
STU_1770,Deepak,Yadav,24.1,61.4
STU_1771,Deepak,Yadav,5.3,93.5
STU_1772,Rohit,Mishra,6.0,75.6
STU_1773,Neha,Gupta,30.6,88.4
STU_1774,Amit,Gupta,25.5,65.6
STU_1775,Amit,Verma,13.0,46.8
STU_1776,Karan,Singh,25.6,66.0
STU_1777,Sagar,Kumar,28.8,67.4
STU_1778,Neha,Joshi,14.2,73.1
STU_1779,Pooja,Kumar,6.1,46.3
STU_1780,Rahul,Yadav,33.0,99.5
STU_1781,Anjali,Verma,15.4,54.6
STU_1782,Priya,Chouksey,8.2,51.9
STU_1783,Rohit,Joshi,19.8,71.6
STU_1784,Sagar,Kumar,28.1,72.2
STU_1785,Sagar,Chouksey,11.6,66.4
STU_1786,Sagar,Joshi,13.1,86.3
STU_1787,Rahul,Kumar,12.3,71.0
STU_1788,Rahul,Mishra,34.8,76.6
STU_1789,Priya,Yadav,10.9,83.4
